text,topic
It wasn't as bad as you think. I also saw definite improvements so you shouldn't give up.,Business
"Your work has been pretty good, but I really think you can do better. You have potential and I hope you start trying a little harder.",Business
You have been late for work on a regular basis. You better start coming to work on time.,Business
"This is your third warning. If you are late for work again, we will have to take more serious action on you. Is that understood?",Business
Being late for work once in a while is understandable. But there is no excuse to be coming in to work late every day. You better start coming in on time.,Business
The report was due last Friday. What's going on?,Business
I was working on three other assignments. I just couldn't finish them all.,Business
"If you were not going to finish on time, at least you could have let me know. Regardless, you knew how important this project was and you knew about the due date. What am I going to do with you?",Business
You should have at least told me that you wouldn't be able to finish. Then I could have asked Mary to finish it. This is very irresponsible of you. Is this going to be a continual problem in future projects?,Business
Where are we going for our business trip?,Business
Where are we going this time?,Business
What city are we traveling to?,Business
What is the objective for this business trip?,Business
What is our goal for this business trip?,Business
What do we want to accomplish for this business trip?,Business
What is the primary purpose for this business trip?,Business
What day are we departing for our business trip to Los Angeles?,Business
How long are we going to be there?,Business
How long is the business trip scheduled for?,Business
What time is ABC Company expecting us?,Business
Who should I report to when I get to ABC Company?,Business
How much is the per diem?,Business
How much per diem do we get a day?,Business
How do we get the per diem?,Business
Isn't the per diem too low?,Business
What do they expect us to eat with this amount of per diem?,Business
Is the business trip really going to take us all five days?,Business
"If we finish on the fourth day, can we come back early?",Business
I think we can finish a day early. Can we come back on Thursday if we complete our work early?,Business
How much do you usually pack for a week long business trip?,Business
How big is the suitcase you take with you on a business trip?,Business
Do the hotels we stay at have a hair dryer?,Business
How many pieces of luggage do you bring with you on a business trip?,Business
Where do you usually park when you go to the airport?,Business
Is long term parking available at the airport?,Business
How early should I go to the airport?,Business
Where should we meet?,Business
Should we meet at the airport?,Business
I missed my flight. The next flight they have available is in 45 minutes. I'll have to meet you at the airport in Los Angeles. I'll call you when I land.,Business
"Hi Mark, I'm Alex from ABC Consulting. It's nice to meet you.",Business
Where will I be working this week?,Business
Where is your office located?,Business
Is your office relatively close to where I will be working?,Business
Who will I be working with this week?,Business
Who should I contact if I have a question regarding inaccurate data?,Business
Who should I contact if I have a question with this type of problem?,Business
I am going to be calling my manager frequently with critical updates. What phone should I use?,Business
How long does it take to get to the airport from here?,Business
How bad is the traffic around this time to the airport?,Business
Where is the closest place to eat around here?,Business
Is there a fast food restaurant near by?,Business
Does this building have a cafeteria?,Business
Do you have a cafeteria close by?,Business
What kind of food do you guys want to eat today?,Business
Anybody want to go for lunch?,Business
I'm going to lunch. Anybody want to join me?,Business
Let's go in 20 minutes. I have to finish this real quick.,Business
I can't make it. I have to finish this and it will take me another 30 minutes.,Business
I'm going to pass today. I brought a bagel with me.,Business
I have a small sandwich. I'm just going to eat here.,Business
Where should we have dinner tonight?,Business
"Hey, let's go to the Italian restaurant next to the hotel.",Business
"We can either go to the steak house in the hotel, or the Italian restaurant next door.",Business
"It's not that bad, but there is no privacy.",Business
I wouldn't mind it so much if the manager couldn't see every minute of my day.,Business
"I hate it. Even if they can't give us offices, they could at least give us cubicles.",Business
"The reason I hate it so much is because I can't take a small break. Since the manager is always looking at everyone, even when I am not working, I have to pretend like I am.",Business
There are a lot of distractions. I can hear everything everyone says in the whole office.,Business
"Mary sometimes turns on the music. It's not that bad, but sometimes I want it quiet.",Business
"If I have a complaint about something, I can't talk to the manager because everyone will hear. I have to set up a meeting and use the conference room.",Business
I don't have another outlet near my desk. Can I get a power strip?,Business
Can I move to a different location? The sun always glares off my monitor and I have trouble working.,Business
Can I sit on the other side of the room? This is too close to the door and it gets cold here.,Business
I get hot easily. Would it be possible if I sit next to the door? It is much cooler there.,Business
I sit in the cubicle down the hall. It's next to the conference room.,Business
My cubicle is directly on the other side of this wall. Come by sometime.,Business
The files are on my desk in my cubicle. I'll get them for you.,Business
I walked by your cubicle and saw a heater. Where did you get such a small one like that? I think I want one for my cubicle as well.,Business
"There are a couple of people with the name Steve in our office. If you say, 'Steve' real loud, you will see two heads appear at the same time. It's quite funny.",Business
I heard ABC Company has a serious cube farm. Even the CEO has a cubicle. I think that's pretty cool.,Business
How big is your cubicle?,Business
My cubicle is about 5 feet by 6 feet.,Business
It's roughly 5 by 6.,Business
"I'm not sure, but it fits two small desks and a drawer. I guess it's big enough for me.",Business
Why is Jack's office so much bigger than mine?,Business
I'm next in line for a window office. How come you gave it to Paul?,Business
There is an empty office across the hall. Can I have it?,Business
It's great having my own office because I can surf the Internet and take a real break anytime I want.,Business
The privacy is probably the best thing about having my own office. I can't image working in a cubicle again.,Business
Can you stop by my office?,Business
Stop by my office when you get a chance.,Business
Let's meet in my office.,Business
Can I stop by your office after lunch?,Business
Can I come by your office now?,Business
Can we talk in your office?,Business
